Merchant_id,Transaction date,Average Amount/transaction/day,Transaction_amount,Is declined,Total Number of declines/day,isForeignTransaction,isHighRiskCountry,Daily_chargeback_avg_amt,6_month_avg_chbk_amt,6-month_chbk_freq,isFradulent
4351013109,5/28/2019,25.94673767,778.4021301,N,3,Y,Y,0,0,0,Y
4361157500,9/15/2019,892.0737616,50848.20441,N,0,Y,N,0,0,0,Y
4373776212,6/21/2019,337.1910142,11127.30347,N,0,Y,Y,0,0,0,Y
4378980797,5/23/2019,359.9114021,15476.19029,N,6,Y,N,0,0,0,Y
4397330540,6/12/2019,550.9807563,32507.86462,N,0,N,N,707,571,7,Y
4398664733,10/7/2019,429.5809401,14605.75196,N,9,Y,Y,0,0,0,Y
4405257384,7/18/2019,619.23554,29723.30592,N,9,Y,Y,0,0,0,Y
4409660001,2/18/2019,66.89089521,3143.872075,N,4,Y,Y,0,0,0,Y
4427137431,3/20/2019,720.1632813,25925.87813,N,0,Y,Y,0,0,0,Y
4431147517,3/8/2019,787.7381474,44113.33625,N,2,Y,Y,0,0,0,Y
4439427249,10/6/2019,815.8508538,35081.58671,N,8,Y,N,0,0,0,Y
4443404173,3/31/2019,814.4750536,47239.55311,N,9,N,N,0,0,0,Y
4453850276,6/7/2019,707.2405588,33240.30626,N,9,Y,N,0,0,0,Y
4456899824,10/10/2019,383.3426919,14950.36498,N,2,Y,Y,0,0,0,Y
4481195802,6/21/2019,487.6495231,14141.83617,N,8,N,N,0,0,0,Y
4489896961,4/7/2019,148.6099184,3715.24796,N,0,N,N,916,704,9,Y
4526633692,2/1/2019,307.4155075,14448.52885,N,0,Y,Y,0,0,0,Y
4536078157,8/12/2019,987.0255318,50338.30212,N,2,Y,Y,0,0,0,Y
4544005938,10/1/2019,744.816824,29047.85614,N,7,N,N,0,0,0,Y
4557040500,6/4/2019,679.3220446,40080.00063,N,3,Y,Y,0,0,0,Y
4563845771,3/24/2019,31.25395942,1187.650458,N,8,N,N,0,0,0,Y
4579872633,8/11/2019,978.691432,25445.97723,N,9,N,N,0,0,0,Y
4585226511,4/23/2019,256.1895782,9479.014393,N,8,Y,N,0,0,0,Y
4586229903,8/14/2019,36.55582934,1571.900662,N,0,Y,Y,0,0,0,Y
4592811487,9/19/2019,865.809278,36363.98968,N,0,Y,N,0,0,0,Y
4596416910,5/8/2019,28.36943391,1163.14679,N,9,Y,Y,0,0,0,Y
4628780648,2/28/2019,766.5603656,42160.82011,N,0,N,N,577,367,7,Y
4629967388,5/18/2019,860.6974012,51641.84407,N,0,Y,Y,667,548,7,Y
4633703602,10/16/2019,436.3097896,20506.56011,N,8,N,N,695,228,9,Y
4639560839,7/20/2019,128.0026311,7424.152604,N,7,N,N,0,0,0,Y
4645301386,8/9/2019,315.7326582,14523.70228,N,0,Y,Y,0,0,0,Y
4648858919,6/2/2019,110.1401282,6498.267564,N,7,N,N,0,0,0,Y
4664574739,5/16/2019,259.3569041,9855.562356,N,9,Y,Y,0,0,0,Y
4667293611,9/1/2019,253.8673429,13201.10183,N,7,Y,N,0,0,0,Y
4671682416,8/21/2019,334.1530379,18378.41708,N,0,N,N,735,608,7,Y
4684495167,6/15/2019,507.067806,22310.98346,N,9,N,N,0,0,0,Y
4687490727,1/27/2019,396.6188071,11105.3266,N,8,Y,Y,0,0,0,Y
4690923132,3/29/2019,274.9736712,14298.6309,N,4,Y,Y,0,0,0,Y
4691564176,9/17/2019,630.3932778,34041.237,N,0,Y,Y,0,0,0,Y
4713612792,7/15/2019,491.2565161,28492.87793,N,8,Y,Y,0,0,0,Y
4716163260,2/16/2019,971.6299871,56354.53925,N,5,Y,Y,0,0,0,Y
4718777983,2/8/2019,366.1841195,17943.02186,N,7,Y,Y,0,0,0,Y
4721121199,1/12/2019,54.41576965,2285.462325,N,0,Y,Y,0,0,0,Y
4727426967,6/3/2019,719.8422034,37431.79458,N,2,Y,Y,0,0,0,Y
4734471000,5/29/2019,832.603207,33304.12828,N,0,Y,Y,0,0,0,Y
4736685684,1/17/2019,753.8463192,37692.31596,N,6,Y,N,0,0,0,Y
4748248523,3/19/2019,658.3438678,35550.56886,N,8,Y,N,0,0,0,Y
4751116909,10/10/2019,880.0117675,29920.4001,N,6,Y,N,0,0,0,Y
4762163981,2/15/2019,735.2684285,18381.71071,N,0,Y,N,835,715,7,Y
4763086973,2/4/2019,711.0605246,17776.51312,N,8,Y,N,0,0,0,Y
4764736078,7/11/2019,592.3582367,14808.95592,N,4,Y,Y,0,0,0,Y
4772667475,7/11/2019,7.409143184,274.1382978,N,3,Y,Y,0,0,0,Y
4786546169,8/7/2019,147.1329946,7503.782725,N,6,N,N,901,524,8,Y
4796001508,3/30/2019,121.9231188,4755.001633,N,4,Y,N,0,0,0,Y
4805279645,7/12/2019,943.4032124,45283.3542,N,3,Y,Y,0,0,0,Y
4818869188,7/18/2019,644.0231767,37997.36743,N,7,Y,Y,0,0,0,Y
4835465818,2/10/2019,531.3669609,21786.0454,N,9,N,N,0,0,0,Y
4838852609,4/11/2019,981.1519167,48076.44392,N,0,N,N,955,816,8,Y
4839374244,8/25/2019,204.3112252,5516.40308,N,6,N,N,900,300,4,Y
4851963556,1/18/2019,510.1006804,16833.32245,N,9,N,N,0,0,0,Y
4858660021,8/13/2019,640.0741242,37124.2992,N,9,Y,Y,0,0,0,Y
4870833599,1/27/2019,404.716752,23473.57162,N,0,Y,N,0,0,0,Y
4871980109,10/3/2019,883.3452074,34450.46309,N,0,Y,Y,0,0,0,Y
4873110740,2/10/2019,545.4334446,29453.40601,N,2,Y,Y,0,0,0,Y
4878516375,7/19/2019,165.7654947,8454.04023,N,0,Y,Y,0,0,0,Y
4879626708,7/29/2019,591.3877421,31343.55033,N,2,Y,Y,0,0,0,Y
4881579578,5/8/2019,640.1624804,26246.6617,N,9,Y,Y,0,0,0,Y
4890143931,6/2/2019,740.2046238,23686.54796,N,6,Y,Y,0,0,0,Y
4898289645,4/1/2019,141.7425944,5669.703776,N,7,Y,Y,0,0,0,Y
4902634359,8/9/2019,271.0728565,15180.07996,N,0,Y,Y,0,0,0,Y
4906320707,4/12/2019,858.5601081,30908.16389,N,2,Y,Y,0,0,0,Y
4908055617,1/28/2019,801.2300183,29645.51068,N,6,Y,N,0,0,0,Y
4908884376,9/15/2019,69.64048686,3551.66483,N,0,Y,Y,0,0,0,Y
4933502657,2/18/2019,615.5602077,36318.05225,N,0,Y,Y,0,0,0,Y
4937588881,9/21/2019,594.8029527,30334.95059,N,4,Y,Y,0,0,0,Y
4940039747,4/30/2019,600.0949052,31805.02998,N,0,Y,Y,0,0,0,Y
4942320098,2/17/2019,620.1060587,25424.34841,N,1,N,N,403,391,4,Y
4943712797,7/23/2019,131.8452729,3823.512914,N,0,Y,Y,0,0,0,Y
4946946678,5/22/2019,551.0820991,24798.69446,N,9,N,N,0,0,0,Y
4948629322,7/26/2019,865.32028,38074.09232,N,0,N,N,996,996,6,Y
4970606263,5/5/2019,589.1127234,34757.65068,N,7,Y,Y,0,0,0,Y
4973267879,8/11/2019,287.0167931,12341.7221,N,0,Y,Y,0,0,0,Y
4973310264,10/15/2019,919.8808727,39554.87753,N,0,Y,Y,0,0,0,Y
4988866051,1/25/2019,850.4822313,46776.52272,N,8,Y,N,0,0,0,Y
4989248225,3/9/2019,240.9497143,8192.290286,N,4,Y,Y,0,0,0,Y
5020008779,10/18/2019,388.4652081,15538.60832,N,8,N,N,954,339,6,Y
5022726674,1/13/2019,540.6711096,14057.44885,N,8,Y,Y,0,0,0,Y
5035552703,1/31/2019,413.7465063,24824.79038,N,7,N,N,0,0,0,Y
5037840894,2/11/2019,509.1908935,28005.49914,N,5,Y,N,0,0,0,Y
5041652546,5/15/2019,308.7609554,16673.09159,N,0,N,N,917,633,6,Y
5054473235,6/22/2019,353.7778362,19104.00315,N,5,Y,N,0,0,0,Y
5057209186,8/8/2019,284.1427114,15343.70642,N,8,Y,Y,0,0,0,Y
5063944744,2/9/2019,521.4180425,28677.99234,N,5,Y,Y,0,0,0,Y
5066590987,3/27/2019,263.2839832,13954.05111,N,0,Y,Y,0,0,0,Y
5076373986,9/27/2019,688.9080072,33756.49235,N,5,Y,N,0,0,0,Y
5091764220,4/16/2019,746.2325632,26864.37228,N,0,N,N,502,441,7,Y
5108511837,7/21/2019,162.269086,8113.4543,N,9,N,N,0,0,0,Y
5116547959,2/21/2019,657.5491567,30247.26121,N,0,N,N,894,883,8,Y
5120397575,5/10/2019,980.8272044,50022.18742,N,2,Y,Y,0,0,0,Y
5121812372,5/1/2019,450.4208559,17566.41338,N,0,Y,N,833,761,7,Y
5134289117,9/12/2019,639.6560067,24306.92825,N,0,N,N,377,319,7,Y
5150845822,4/13/2019,875.3109328,35887.74824,N,0,Y,Y,0,0,0,Y
5180064875,1/12/2019,877.3857224,42991.9004,N,3,Y,N,0,0,0,Y
5183376007,2/7/2019,749.7096084,23240.99786,N,8,N,N,614,235,1,Y
5193134213,6/11/2019,967.0755763,34814.72075,N,0,Y,Y,0,0,0,Y
5195567970,3/2/2019,959.1378013,52752.57907,N,0,N,N,786,737,9,Y
5202727146,9/30/2019,699.5129575,25182.46647,N,0,N,N,939,931,1,Y
5224070838,5/10/2019,108.2845499,5197.658395,N,5,Y,Y,0,0,0,Y
5235580276,3/3/2019,348.1773237,14623.4476,N,3,Y,N,0,0,0,Y
5258312871,8/11/2019,732.0449117,18301.12279,N,1,Y,Y,0,0,0,Y
5259123670,7/25/2019,858.5168817,22321.43892,N,0,Y,N,0,0,0,Y
5264128511,9/30/2019,7.954238966,294.3068417,N,4,Y,Y,0,0,0,Y
5271180204,7/24/2019,189.3138594,10601.57613,N,0,Y,Y,0,0,0,Y
5274967692,8/9/2019,49.67058576,1738.470502,N,0,Y,N,0,0,0,Y
5284726016,1/10/2019,459.2866416,16075.03246,N,8,Y,N,0,0,0,Y
5309800449,2/11/2019,846.6760804,30480.33889,N,7,N,N,0,0,0,Y
5331771857,9/17/2019,674.7817162,35088.64924,N,5,Y,N,0,0,0,Y
5338031118,2/26/2019,865.7940313,45887.08366,N,0,N,N,487,393,9,Y
5339489340,4/6/2019,806.125364,20959.25946,N,9,Y,Y,0,0,0,Y
5339849253,3/28/2019,142.5739552,5845.532163,N,8,N,N,0,0,0,Y
5345941652,6/14/2019,726.0532789,27590.0246,N,0,N,N,802,399,6,Y
5355399779,6/30/2019,43.64750081,1440.367527,N,0,N,N,183,101,9,Y
5425524255,1/2/2019,186.3281183,10993.35898,N,0,N,N,942,891,6,Y
5426200375,9/20/2019,935.0104992,46750.52496,N,0,Y,Y,0,0,0,Y
5426239243,9/2/2019,124.1292468,4344.523638,N,0,Y,Y,0,0,0,Y
5436582563,4/1/2019,569.4513831,26764.21501,N,9,Y,N,0,0,0,Y
5436781051,10/10/2019,204.4915452,5112.28863,N,5,Y,Y,0,0,0,Y
5438087941,2/25/2019,498.4128013,29406.35528,N,0,Y,Y,0,0,0,Y
5439431588,3/29/2019,534.7917778,13904.58622,N,5,Y,Y,0,0,0,Y
5440569593,9/13/2019,255.8440962,6396.102405,N,9,Y,Y,0,0,0,Y
5444358642,3/2/2019,690.3779723,41422.67834,N,3,Y,Y,0,0,0,Y
5449566080,7/3/2019,980.8982809,46102.2192,N,8,N,N,0,0,0,Y
5459497990,8/19/2019,773.6826383,22436.79651,N,0,N,N,985,685,1,Y
5474497608,10/12/2019,569.9575183,19378.55562,N,5,Y,N,527,339,8,Y
5475382688,8/7/2019,969.4199486,37807.378,N,6,Y,Y,0,0,0,Y
5491231228,3/26/2019,500.7184551,20529.45666,N,8,Y,Y,0,0,0,Y
5495610149,9/25/2019,913.0344755,28304.06874,N,6,Y,Y,0,0,0,Y
5497895958,1/22/2019,192.4426122,7312.819264,N,0,Y,N,0,0,0,Y
5498518099,4/16/2019,397.8326505,9945.816263,N,7,N,N,993,330,4,Y
5499666666,10/12/2019,826.6331531,42984.92396,N,5,Y,Y,0,0,0,Y
5504141167,6/20/2019,364.0641254,17111.01389,N,0,Y,Y,0,0,0,Y
5507239729,6/9/2019,145.7400314,5538.121193,N,0,N,N,788,586,9,Y
5508434208,9/14/2019,212.6425076,8293.057796,N,0,N,N,801,789,9,Y
5516509929,6/26/2019,807.7347087,40386.73544,N,0,Y,Y,0,0,0,Y
5520132673,9/18/2019,978.7182792,37191.29461,N,2,Y,N,0,0,0,Y
5526236381,2/18/2019,418.9848756,10893.60677,N,9,N,N,0,0,0,Y
5560111892,10/20/2019,684.2787417,22581.19848,N,8,Y,Y,0,0,0,Y
5562961422,10/7/2019,312.3866556,15306.94612,N,0,N,N,878,728,6,Y
5586273121,9/3/2019,858.5143144,36057.6012,N,3,Y,Y,0,0,0,Y
5588296997,3/24/2019,484.1391246,17913.14761,N,1,Y,Y,992,741,7,Y
5591651411,4/6/2019,452.309247,18996.98837,N,4,Y,N,0,0,0,Y
5602598291,10/4/2019,814.3885462,35018.70749,N,8,Y,Y,0,0,0,Y
5614772190,3/27/2019,818.1752923,27817.95994,N,0,Y,N,0,0,0,Y
5624569909,3/6/2019,132.3457772,4102.719093,N,0,Y,Y,0,0,0,Y
5631261207,10/4/2019,697.0536989,30670.36275,N,5,Y,Y,0,0,0,Y
5634640261,9/27/2019,539.9713415,29158.45244,N,6,N,N,991,989,4,Y
5636587443,1/16/2019,820.8520643,41042.60322,N,7,Y,N,0,0,0,Y
5639232781,9/15/2019,137.1661614,5898.14494,N,3,Y,Y,0,0,0,Y
5646455022,6/7/2019,129.2911425,4525.189988,N,5,Y,Y,0,0,0,Y
5655572596,8/21/2019,683.2697187,34163.48594,N,0,Y,Y,0,0,0,Y
5656117724,8/18/2019,432.7778058,21638.89029,N,0,Y,N,0,0,0,Y
5663085583,2/12/2019,460.678046,27640.68276,N,3,Y,N,0,0,0,Y
5671132124,3/21/2019,317.468299,15555.94665,N,2,Y,N,0,0,0,Y
5673635669,4/28/2019,273.0599823,15291.35901,N,6,Y,Y,0,0,0,Y
5675544222,10/11/2019,856.7066756,24844.49359,N,8,Y,Y,0,0,0,Y
5676841832,6/3/2019,694.7347017,36126.20449,N,0,Y,N,0,0,0,Y
5688747995,8/13/2019,506.9870067,20786.46727,N,6,Y,Y,0,0,0,Y
5690777846,2/13/2019,204.9659578,11273.12768,N,3,Y,N,0,0,0,Y
5693783739,1/2/2019,500.0066511,22000.29265,N,7,Y,Y,0,0,0,Y
5696577327,2/16/2019,756.0365827,42338.04863,N,6,Y,N,0,0,0,Y
5703519784,8/2/2019,931.9793134,40075.11048,N,9,N,N,0,0,0,Y
5708922255,8/7/2019,681.0673665,21794.15573,N,0,Y,Y,0,0,0,Y
5731414073,9/10/2019,492.558973,20687.47687,N,9,N,N,0,0,0,Y
5733530619,10/2/2019,434.4737987,14772.10916,N,0,Y,Y,0,0,0,Y
5734095507,7/6/2019,363.183629,13074.61064,N,0,Y,N,971,615,3,Y
5760152287,2/8/2019,147.5242383,8261.357345,N,2,Y,Y,0,0,0,Y
5766099974,6/7/2019,847.9098005,42395.49003,N,6,Y,Y,0,0,0,Y
5790085700,7/22/2019,402.5043924,20930.2284,N,2,Y,Y,961,122,1,Y
5793673119,10/13/2019,471.3818806,23569.09403,N,4,Y,Y,0,0,0,Y
5795857704,7/21/2019,798.1141754,26337.76779,N,9,Y,Y,0,0,0,Y
5797107780,7/24/2019,992.6494887,25808.88671,N,0,Y,N,0,0,0,Y
5811420020,2/11/2019,122.1290163,7327.740978,N,6,Y,Y,0,0,0,Y
5845551567,1/10/2019,404.1382887,23440.02074,N,7,Y,N,0,0,0,Y
5859908215,1/27/2019,337.8148501,8783.186103,N,7,Y,Y,0,0,0,Y
5862353618,8/10/2019,720.7841274,38922.34288,N,0,Y,N,0,0,0,Y
5863189919,4/28/2019,640.7230528,21143.86074,N,5,Y,N,0,0,0,Y
5869315272,6/23/2019,592.8263199,17784.7896,N,5,Y,N,0,0,0,Y
5871664480,8/15/2019,279.1086726,15909.19434,N,0,Y,N,0,0,0,Y
5874863707,9/29/2019,265.8169401,9835.226784,N,0,Y,Y,0,0,0,Y
5879049904,3/2/2019,986.2171125,56214.37541,N,4,Y,N,876,539,8,Y
5884529995,2/22/2019,705.1993256,19040.38179,N,5,Y,Y,0,0,0,Y
5892017866,9/1/2019,416.9327519,18761.97384,N,9,Y,N,0,0,0,Y
5928254406,7/28/2019,899.179126,40463.06067,N,7,N,N,0,0,0,Y
5930697966,1/1/2019,427.1692882,16232.43295,N,0,Y,N,0,0,0,Y
5934351213,6/2/2019,925.0870281,24977.34976,N,8,Y,N,822,485,9,Y
5938834165,2/26/2019,733.9913263,38167.54897,N,4,Y,N,0,0,0,Y
5943567820,3/15/2019,243.7620445,11456.81609,N,8,Y,N,0,0,0,Y
5959708973,7/26/2019,877.8014753,36867.66196,N,9,Y,Y,0,0,0,Y
5969094614,3/31/2019,922.3986849,37818.34608,N,3,Y,Y,0,0,0,Y
5988848064,3/29/2019,947.7074177,45489.95605,N,3,N,N,856,483,4,Y
